sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"20607114426",33,14,"2114426",60,159,446
"20607114436",36,14,"2114436",30,108,373
"20607114441",40,3,"2114441",10,59,563
"20607114443",43,18,"2114443",49,175,535
"20607114446",34,17,"2114446",38,162,442
"20607114451",61,33,"2114451",80,268,761
"20607114462",37,17,"2114462",42,159,388
"20607114464",41,30,"2114464",56,172,496
"20607114505",20,22,"2114505",57,144,388
"20701114713",35,11,"2114713",53,113,460
"20607114507",16,21,"2114507",49,67,243
"20607114508",30,11,"2114508",52,95,290
"20607114510",56,49,"2114510",72,204,604
"20607114511",22,22,"2114511",32,100,327
"20607114516",24,11,"2114516",38,52,253
"20701114603",34,20,"2114603",44,112,319
"20701114612",19,19,"2114612",35,93,281
"20701114614",50,19,"2114614",57,158,484
"20701114616",16,16,"2114616",23,69,247
"20701114617",11,12,"2114617",29,67,197
"20607114520",20,9,"2114520",36,69,298
"20701114618",21,11,"2114618",38,73,284
"20701114702",26,13,"2114702",35,76,261
"20701114709",50,13,"2114709",51,143,449
"20701114710",58,33,"2114710",63,182,556
"20701114715",37,16,"2114715",40,94,329
"20701114725",52,14,"2114725",54,136,407
"20701114727",52,16,"2114727",64,148,512
"20701114732",39,9,"2114732",41,103,333
"20701114733",38,12,"2114733",42,95,379
"20701114734",27,4,"2114734",21,55,250
"20701114807",35,14,"2114807",44,128,417
"20701114809",19,13,"2114809",37,107,326
"20701114821",18,11,"2114821",21,48,241
"20701114822",38,14,"2114822",28,125,366
"20701114826",17,15,"2114826",10,83,250
"20701114827",52,19,"2114827",26,119,430
"20701114828",42,14,"2114828",58,125,459
"20701114829",30,13,"2114829",33,79,312
"20701114835",12,7,"2114835",16,56,218
"20701114839",26,16,"2114839",26,107,379
"20701114844",23,9,"2114844",28,56,256
"20701115205",35,13,"2115205",65,125,397
"20701114846",0,0,"2114846",0,0,0
"20701114906",30,15,"2114906",56,129,458
"20701114850",46,15,"2114850",26,113,445
"20701114852",22,13,"2114852",29,81,278
"20701114902",28,20,"2114902",45,108,325
"20701114905",32,14,"2114905",66,109,344
"20701114918",45,18,"2114918",53,139,441
"20701114921",14,16,"2114921",29,70,199
"20701114922",22,4,"2114922",31,62,227
"20701114924",33,20,"2114924",38,103,365
"20701114925",20,9,"2114925",36,70,220
"20701114927",18,9,"2114927",30,96,269
"20701114934",50,21,"2114934",55,131,442
"20701114940",29,14,"2114940",57,139,417
"20701114942",27,17,"2114942",24,49,255
"20802117905",18,20,"2117905",29,128,326
"20701115001",25,17,"2115001",29,69,239
"20701115006",38,21,"2115006",41,133,364
"20701115012",32,19,"2115012",51,102,329
"20701115015",48,26,"2115015",41,117,453
"20701115019",39,16,"2115019",39,124,366
"20701115024",26,21,"2115024",41,103,336
"20701115025",29,17,"2115025",24,86,266
"20701115028",12,11,"2115028",16,41,138
"20701115037",19,10,"2115037",27,48,198
"20701115040",21,17,"2115040",31,95,263
"20701115221",63,26,"2115221",71,159,514
"20701115224",44,21,"2115224",53,144,426
"20701115102",22,22,"2115102",41,107,298
"20701115117",31,23,"2115117",56,126,416
"20701115124",8,12,"2115124",31,71,194
"20701115130",24,17,"2115130",34,85,271
"20701115145",31,18,"2115145",35,106,268
"20701115147",40,18,"2115147",56,166,515
"20701115137",41,23,"2115137",56,161,430
"20701115201",41,23,"2115201",66,151,526
"20701115227",107,34,"2115227",145,371,1059
"20701115230",32,14,"2115230",38,152,407
"20701115302",22,13,"2115302",33,112,372
"20701115305",32,21,"2115305",60,101,428
"20701115306",37,25,"2115306",49,96,436
"20701115308",40,12,"2115308",92,180,601
"20701115309",32,18,"2115309",49,134,368
"20701115310",34,9,"2115310",48,101,375
"20701115311",30,15,"2115311",63,91,303
"20701115312",30,11,"2115312",42,97,327
"20701115318",29,21,"2115318",50,113,327
"20701115319",23,7,"2115319",36,87,285
"20701115320",26,3,"2115320",49,138,363
"20701115321",32,13,"2115321",43,120,337
"20701115323",25,14,"2115323",32,68,275
"20701115324",44,11,"2115324",38,102,370
"20701115325",26,27,"2115325",47,143,415
"20701115327",24,15,"2115327",21,98,299
"20701115328",21,14,"2115328",44,106,343
"20701115329",27,15,"2115329",56,86,302
"20701115330",36,20,"2115330",47,126,534
"20701115333",20,11,"2115333",38,98,299
"20701115339",34,9,"2115339",43,120,391
"20701115346",38,17,"2115346",67,164,473
"20701115351",24,7,"2115351",41,102,308
"20701115356",28,19,"2115356",40,99,350
"20701115357",22,15,"2115357",21,50,216
"20701115358",21,0,"2115358",23,62,178
"20701115361",21,12,"2115361",48,70,266
"20701115403",28,13,"2115403",49,87,312
"20701115406",18,8,"2115406",23,69,221
"20701115411",27,20,"2115411",46,107,382
"20701115412",39,36,"2115412",51,127,476
"20701115416",29,21,"2115416",37,101,353
"20701115502",24,7,"2115502",46,99,303
"20701115503",37,30,"2115503",59,141,450
"20701115505",25,13,"2115505",24,112,446
"20701115510",37,19,"2115510",60,124,405
"20701115513",19,11,"2115513",43,58,241
"20701115514",23,23,"2115514",30,131,376
"20701115517",17,8,"2115517",18,89,240
"20701115518",30,21,"2115518",39,98,317
"20701115520",19,13,"2115520",39,106,402
"20701115521",45,21,"2115521",61,158,450
"20701115522",60,22,"2115522",52,136,462
"20701115528",33,7,"2115528",51,87,304
"20701115530",24,21,"2115530",50,134,373
"20701115539",14,9,"2115539",28,65,181
"20701115540",29,25,"2115540",49,100,362
"20701115541",20,3,"2115541",31,68,207
"21001122936",24,3,"2122936",7,30,229
"20702115604",23,12,"2115604",22,46,280
"20702115606",0,0,"2115606",0,0,3
"20702115607",11,9,"2115607",8,50,188
"21205132139",21,3,"2132139",20,52,172
"20702115618",42,5,"2115618",21,78,381
"20702115619",43,11,"2115619",33,88,500
"20702115621",45,22,"2115621",25,67,406
"20702115705",25,13,"2115705",20,61,291
"20702115707",48,8,"2115707",35,87,448
"20702115708",74,19,"2115708",65,151,634
"20702115713",79,5,"2115713",88,198,662
"20702115716",40,13,"2115716",38,103,394
"20702115711",35,14,"2115711",25,72,354
"20703116420",40,14,"2116420",42,90,419
"20702115722",22,11,"2115722",19,45,254
"20702115724",46,6,"2115724",25,83,419
"20702115725",43,5,"2115725",20,62,345
"20702115737",42,12,"2115737",40,132,473
"20702115728",25,10,"2115728",15,40,220
"20702115729",38,5,"2115729",42,91,387
"20702115734",43,16,"2115734",46,122,449
"20802118217",38,7,"2118217",40,98,314
"20702115738",27,8,"2115738",28,69,318
"20702115744",72,8,"2115744",68,176,756
"20702115903",37,8,"2115903",16,64,252
"20702115912",32,10,"2115912",34,77,325
"20702115915",36,3,"2115915",32,62,321
"20702115923",27,9,"2115923",19,49,221
"20702115921",38,16,"2115921",31,88,440
"20702115924",33,10,"2115924",37,111,382
"20703116144",0,0,"2116144",0,0,3
"20702115925",0,0,"2115925",0,0,0
"20702115926",33,12,"2115926",62,99,409
"20702115938",29,7,"2115938",13,76,317
"20702115931",29,4,"2115931",22,60,242
"20702115936",19,10,"2115936",15,72,404
"20702115942",29,6,"2115942",25,72,329
"20702116001",21,9,"2116001",3,47,207
"20702116004",19,11,"2116004",35,55,274
"20702116007",41,5,"2116007",23,89,376
"20702116008",42,19,"2116008",32,103,368
"20702116010",24,10,"2116010",30,66,431
"20702116015",17,8,"2116015",20,53,220
"20702116020",41,11,"2116020",13,68,262
"20702116022",26,10,"2116022",32,78,282
"20703116145",49,15,"2116145",20,88,372
"20702116024",39,12,"2116024",26,92,411
"20702116031",38,14,"2116031",28,76,383
"20702116033",18,7,"2116033",19,48,183
"20702142402",32,11,"2142402",27,83,306
"20702142522",27,6,"2142522",18,47,209
"20702142413",44,13,"2142413",35,142,466
"20703116142",39,34,"2116142",61,135,462
"20702142416",37,12,"2142416",35,120,504
"20702142418",55,20,"2142418",41,113,490
"20702142421",39,14,"2142421",25,86,407
"20702142426",50,5,"2142426",47,102,397
"20702142428",22,12,"2142428",17,58,238
"20703116323",16,9,"2116323",23,55,222
"20702142430",25,0,"2142430",17,48,185
"20702142507",28,4,"2142507",21,44,224
"20702142508",22,4,"2142508",11,49,241
"20702142510",61,12,"2142510",41,133,623
"20702142515",15,8,"2142515",19,65,242
"20702142519",22,7,"2142519",32,65,309
"20702142531",19,7,"2142531",14,56,218
"20702142534",13,11,"2142534",23,43,242
"20703116102",41,12,"2116102",23,80,401
"20703116107",29,18,"2116107",18,75,340
"20703116108",32,7,"2116108",26,59,266
"20703116120",41,12,"2116120",49,96,365
"20703116124",60,29,"2116124",64,114,446
"20703116216",21,13,"2116216",11,45,190
"20703116131",44,18,"2116131",36,126,414
"20703116132",39,19,"2116132",43,114,434
"20703116133",12,8,"2116133",17,58,210
"20703116134",42,8,"2116134",37,87,332
"20703116135",45,12,"2116135",55,137,531
"20703116136",58,23,"2116136",70,128,545
"20703116137",32,18,"2116137",46,90,390
"20703116206",58,18,"2116206",36,132,496
"20703116208",36,23,"2116208",30,105,397
"20703116213",37,15,"2116213",52,78,401
"20703116214",26,7,"2116214",45,87,369
"20703116310",35,15,"2116310",18,88,306
"20703116311",65,9,"2116311",64,147,633
"20703116328",35,15,"2116328",35,76,334
"20703116316",46,18,"2116316",50,118,494
"20703116319",45,28,"2116319",39,111,453
"20703116333",31,24,"2116333",27,99,359
"20703116334",48,10,"2116334",43,121,540
"20703116336",57,13,"2116336",54,127,492
"20703116339",20,6,"2116339",23,66,226
"20703116341",31,6,"2116341",19,81,248
"20703116342",70,9,"2116342",65,175,851
"20703116401",47,25,"2116401",38,124,448
"20703116403",39,14,"2116403",16,70,279
"20703116412",62,25,"2116412",67,132,541
"20703116415",55,23,"2116415",40,142,452
"20703116418",30,12,"2116418",31,65,329
"20703116428",42,16,"2116428",38,92,383
"20703116430",31,22,"2116430",50,75,383
"20703116431",51,14,"2116431",36,99,431
"20703116433",33,6,"2116433",27,77,278
"20703116504",30,3,"2116504",33,89,300
"20703116515",33,8,"2116515",40,85,379
"20703116506",25,10,"2116506",20,56,320
"20703116512",49,18,"2116512",54,108,485
"20703116521",27,16,"2116521",41,92,343
"20703116609",22,5,"2116609",20,40,195
"20703116617",44,10,"2116617",42,89,456
"20703116618",30,6,"2116618",19,48,239
"20703116625",26,14,"2116625",13,81,324
"20703116703",30,17,"2116703",47,104,368
"20703116705",38,19,"2116705",43,115,374
"20703116709",31,16,"2116709",32,67,265
"20703116711",12,12,"2116711",28,46,207
"20703116713",30,19,"2116713",44,102,383
"20703116715",44,23,"2116715",53,140,449
"20703116717",34,13,"2116717",57,129,388
"20703116718",25,8,"2116718",33,76,296
"20801116801",0,0,"2116801",0,0,0
"20801116810",45,11,"2116810",27,113,466
"20801116812",28,9,"2116812",15,60,248
"20801116814",30,12,"2116814",33,107,385
"20801116816",33,9,"2116816",11,49,260
"20801116824",55,16,"2116824",29,117,434
"20801116828",35,26,"2116828",26,79,330
"20801116904",57,18,"2116904",49,133,468
"20801116915",27,14,"2116915",42,86,320
"20801116928",22,16,"2116928",25,116,316
"20801116916",32,8,"2116916",22,69,311
"20801116923",24,14,"2116923",50,111,340
"20801116940",32,20,"2116940",43,111,372
"20801116943",20,17,"2116943",34,91,303
"20801116947",21,4,"2116947",22,81,262
"20801116948",44,23,"2116948",36,105,379
"20801116949",35,9,"2116949",34,96,332
"20801116951",26,6,"2116951",36,94,313
"20802117442",36,13,"2117442",20,77,318
"20801116952",11,4,"2116952",20,76,194
"20801117004",44,7,"2117004",30,79,308
"20801117005",8,7,"2117005",9,49,150
"20801117017",34,20,"2117017",27,92,312
"20801117023",46,21,"2117023",30,123,403
"20801117030",44,10,"2117030",25,68,426
"20801117104",23,0,"2117104",16,43,164
"20801117108",51,24,"2117108",33,100,436
"20801117109",44,8,"2117109",24,69,339
"20801117110",61,20,"2117110",37,110,516
"20801117115",59,31,"2117115",35,119,452
"20801117118",28,13,"2117118",18,58,328
"20801117119",64,20,"2117119",32,132,534
"20801117205",27,18,"2117205",24,70,278
"20801117208",44,17,"2117208",53,120,421
"20801117209",29,14,"2117209",40,91,335
"20801117210",33,23,"2117210",32,107,377
"20801117213",26,11,"2117213",32,67,264
"20801117220",37,11,"2117220",12,51,348
"20801117224",52,5,"2117224",29,94,396
"20801117226",38,9,"2117226",61,114,379
"20801117227",46,11,"2117227",41,115,407
"20801117230",40,20,"2117230",37,115,420
"20801117304",44,14,"2117304",27,84,403
"20801117306",35,20,"2117306",35,88,348
"20801117309",45,20,"2117309",36,94,361
"20801117323",88,20,"2117323",43,141,813
"20802117406",33,16,"2117406",14,61,300
"20802117416",19,6,"2117416",9,67,202
"20802117421",45,12,"2117421",48,115,440
"20802117426",33,11,"2117426",32,71,353
"20802117428",36,13,"2117428",29,101,361
"20802117429",27,10,"2117429",36,98,337
"20802117431",17,5,"2117431",12,48,175
"20802117433",31,13,"2117433",28,79,318
"20802117443",28,3,"2117443",33,70,279
"20802117447",27,10,"2117447",42,82,321
"20802117449",39,6,"2117449",14,50,356
"20802117450",28,4,"2117450",17,83,286
"20802117452",23,14,"2117452",29,71,285
"20802117607",26,18,"2117607",37,77,279
"20802117608",34,15,"2117608",51,129,464
"20802117611",37,9,"2117611",36,104,341
"20802117617",32,13,"2117617",38,72,329
"20802117626",28,12,"2117626",19,57,229
"20802117630",32,25,"2117630",51,107,393
"20802117634",45,20,"2117634",66,177,570
"20802117636",33,7,"2117636",35,93,367
"20802117639",21,9,"2117639",34,96,303
"20802117703",33,16,"2117703",58,131,400
"20802117704",16,14,"2117704",27,100,268
"20802117717",36,16,"2117717",38,120,332
"20802117719",15,0,"2117719",13,63,182
"20802117721",15,7,"2117721",31,69,204
"20802117725",28,24,"2117725",35,93,307
"20802117729",32,14,"2117729",23,63,245
"20802117732",15,8,"2117732",16,53,188
"20802117733",30,12,"2117733",28,69,264
"20802117734",27,4,"2117734",33,80,276
"20802117735",20,18,"2117735",28,94,260
"20802117749",33,14,"2117749",27,89,377
"20802117751",23,10,"2117751",23,72,231
"20802117752",54,29,"2117752",66,178,604
"20802117755",34,3,"2117755",27,41,195
"20802117801",31,10,"2117801",25,65,280
"20802117807",12,10,"2117807",31,66,234
"20802117809",20,6,"2117809",22,86,243
"20802117810",28,10,"2117810",17,67,233
"20802117814",17,11,"2117814",22,78,242
"20802117818",42,17,"2117818",36,126,484
"20802117821",20,7,"2117821",23,85,269
"20802117824",28,11,"2117824",33,90,315
"20802117825",44,7,"2117825",24,93,330
"20902142901",39,14,"2142901",26,77,383
"20802117831",54,22,"2117831",39,128,410
"20802117833",35,16,"2117833",48,153,456
"20802117837",37,15,"2117837",29,70,340
"20802117838",44,9,"2117838",43,112,394
"20802117839",52,19,"2117839",29,127,405
"20802117840",28,28,"2117840",42,105,357
"20802117843",30,12,"2117843",15,68,566
"20802117911",38,17,"2117911",41,111,396
"20802117912",29,11,"2117912",21,69,241
"20802117914",22,25,"2117914",38,92,324
"20802117916",32,26,"2117916",43,109,387
"20802117919",29,17,"2117919",16,88,355
"20802117923",58,27,"2117923",41,165,507
"20802117926",30,12,"2117926",50,123,371
"20802118004",46,14,"2118004",59,125,494
"20802118005",18,10,"2118005",26,80,314
"20802118012",25,14,"2118012",36,95,376
"20802118105",13,6,"2118105",15,63,220
"20802118108",29,15,"2118108",54,99,371
"20802118109",31,12,"2118109",45,78,314
"20802118112",27,19,"2118112",40,87,348
"20802118113",35,17,"2118113",24,90,339
"20802118117",37,14,"2118117",58,136,472
"20802118119",34,8,"2118119",24,87,310
"20802118220",37,20,"2118220",39,99,415
"20802142602",40,20,"2142602",35,77,321
"20802142605",24,5,"2142605",20,53,257
"20802142614",34,12,"2142614",19,65,369
"20802142626",23,5,"2142626",7,43,162
"20802142628",38,3,"2142628",28,76,364
"20802142629",26,15,"2142629",29,67,369
"20802142630",35,13,"2142630",9,52,257
"20802142631",14,4,"2142631",13,39,223
"20802142632",50,12,"2142632",23,86,375
"20802142633",36,8,"2142633",34,79,330
"20802142703",47,16,"2142703",23,91,442
"20802142704",44,4,"2142704",17,80,375
"20802142706",49,6,"2142706",18,63,379
"20802142712",40,13,"2142712",33,112,480
"20802142719",45,19,"2142719",17,75,391
"20802142727",16,9,"2142727",7,20,175
"20802142728",36,17,"2142728",23,87,314
"20803118301",24,0,"2118301",6,40,255
"20803118304",45,10,"2118304",18,76,437
"20803118307",39,9,"2118307",20,50,327
"20803118310",58,10,"2118310",14,70,427
"20803118321",38,9,"2118321",21,59,404
"20803118323",30,8,"2118323",17,47,179
"20803118530",19,4,"2118530",3,33,181
"20803118325",56,17,"2118325",47,107,519
"20803118503",29,12,"2118503",5,29,275
"20803118510",45,6,"2118510",3,42,385
"20803118518",21,11,"2118518",9,45,233
"20803118602",0,0,"2118602",0,0,0
"20803118520",29,13,"2118520",12,62,431
"20803118604",47,18,"2118604",20,64,483
"20803118615",29,3,"2118615",15,47,253
"20803118617",45,5,"2118617",23,77,478
"20803118618",41,13,"2118618",14,84,442
"20803118622",36,9,"2118622",16,69,408
"20803118627",34,10,"2118627",14,63,352
"20803118629",43,14,"2118629",10,60,331
"20803119013",32,6,"2119013",10,48,241
"20803118701",37,4,"2118701",15,63,482
"20803118707",26,3,"2118707",8,26,224
"20803118710",30,4,"2118710",8,44,327
"20803118712",25,3,"2118712",13,48,259
"20803118804",57,17,"2118804",19,86,443
"20803118806",26,6,"2118806",11,51,270
"20803118813",53,14,"2118813",19,89,443
"20803118815",9,4,"2118815",8,32,190
"20803118822",36,9,"2118822",22,62,344
"20803118825",41,11,"2118825",15,59,322
"20803118832",40,9,"2118832",24,69,391
"20803118846",15,3,"2118846",17,38,222
"20803118849",35,10,"2118849",16,52,286
"20803118908",37,10,"2118908",14,36,267
"20803118915",47,10,"2118915",24,51,389
"20803118917",52,9,"2118917",9,55,358
"20803118919",37,14,"2118919",13,52,292
"20803118925",35,5,"2118925",14,52,242
"20803118929",22,9,"2118929",20,59,254
"20803119011",88,25,"2119011",43,170,748
"20803119012",31,3,"2119012",12,51,258
"20803119017",30,8,"2119017",25,75,282
"20803119018",26,13,"2119018",27,66,284
"20803119024",32,3,"2119024",17,49,316
"20803119026",19,9,"2119026",13,49,274
"20803119027",39,12,"2119027",18,67,318
"20803119030",37,11,"2119030",20,63,311
"20803119032",22,10,"2119032",10,35,199
"20803119107",64,8,"2119107",43,129,673
"20803119109",36,14,"2119109",26,114,419
"20803119113",59,13,"2119113",24,62,417
"20803119119",5,0,"2119119",0,7,44
"20803119120",41,8,"2119120",19,70,468
"20803119123",25,3,"2119123",17,48,246
"20803119321",30,23,"2119321",20,69,364
"20803119322",28,10,"2119322",23,58,311
"20803119325",69,20,"2119325",33,100,452
"20803119333",40,12,"2119333",29,70,384
"20803119335",61,9,"2119335",37,80,455
"20902142906",44,3,"2142906",21,66,370
"20803119336",52,6,"2119336",20,99,458
"20803119339",42,17,"2119339",29,77,394
"20803119340",32,16,"2119340",26,65,348
"20803119341",42,15,"2119341",20,52,271
"20804119403",40,26,"2119403",50,92,363
"20804119404",36,10,"2119404",44,127,407
"20804119408",28,10,"2119408",23,70,228
"20804119410",36,17,"2119410",49,122,365
"20804119411",64,32,"2119411",74,181,541
"20804119417",32,7,"2119417",29,106,304
"20804119505",49,16,"2119505",49,136,443
"20804119418",32,13,"2119418",33,104,361
"20804119421",20,11,"2119421",41,89,255
"20804119430",49,18,"2119430",56,137,608
"20804119433",31,10,"2119433",35,99,288
"20804119435",51,18,"2119435",62,170,500
"20804119437",7,3,"2119437",23,63,166
"20804119445",16,6,"2119445",35,70,237
"20804119447",17,11,"2119447",27,76,219
"20804119513",28,27,"2119513",78,194,488
"20804119517",22,13,"2119517",28,88,233
"20804119518",33,13,"2119518",50,127,396
"20804119519",19,19,"2119519",34,75,307
"20804119523",16,5,"2119523",25,66,245
"20804119528",19,3,"2119528",18,64,243
"20804119531",37,7,"2119531",30,77,347
"20804119534",33,19,"2119534",49,110,379
"20804119537",38,8,"2119537",35,105,450
"20804119549",18,12,"2119549",31,69,211
"20901119603",8,0,"2119603",6,25,191
"20901119711",32,12,"2119711",17,55,303
"20901119609",18,7,"2119609",10,37,296
"20901119613",40,10,"2119613",21,60,534
"20901119617",50,9,"2119617",18,68,436
"20901119706",34,9,"2119706",25,63,328
"20901119707",21,7,"2119707",19,65,264
"20901119719",39,8,"2119719",12,42,286
"20901119724",46,14,"2119724",25,94,468
"20901119740",55,21,"2119740",26,81,466
"20901119742",25,6,"2119742",14,28,196
"20901119743",36,8,"2119743",19,89,381
"20901119748",17,3,"2119748",12,27,157
"20901119749",26,7,"2119749",17,55,274
"20901119808",48,17,"2119808",58,106,425
"20901120217",38,10,"2120217",17,67,284
"20901119812",17,9,"2119812",13,50,207
"20901119820",32,18,"2119820",29,72,336
"20901119822",24,17,"2119822",22,77,382
"20901119828",26,19,"2119828",35,82,367
"20901119906",0,0,"2119906",0,0,6
"20901119919",41,37,"2119919",48,106,457
"20901120219",11,5,"2120219",13,34,188
"20901119913",34,5,"2119913",18,52,482
"20901119915",18,5,"2119915",21,65,295
"20901119924",36,10,"2119924",20,67,316
"20901119925",27,7,"2119925",29,83,363
"20901119928",27,15,"2119928",22,76,370
"20901120002",31,23,"2120002",49,87,342
"20901120004",31,7,"2120004",45,79,340
"20901120007",29,4,"2120007",35,98,320
"20902142806",35,14,"2142806",34,57,479
"20901120008",41,31,"2120008",71,137,574
"20901120014",37,13,"2120014",41,99,460
"20901120016",27,28,"2120016",42,91,341
"20901120021",18,20,"2120021",32,53,255
"20901120020",32,25,"2120020",57,110,423
"20901120107",29,9,"2120107",35,82,285
"20901120110",24,20,"2120110",47,108,382
"20901120113",40,19,"2120113",50,125,388
"20902142812",31,19,"2142812",24,58,329
"20901120115",26,16,"2120115",42,101,310
"20901120116",16,4,"2120116",37,61,195
"20901120117",23,28,"2120117",37,81,273
"20901120205",31,20,"2120205",24,65,317
"20901120206",51,22,"2120206",29,111,465
"20901120213",29,9,"2120213",12,44,225
"20901120214",28,15,"2120214",25,68,396
"20901120215",49,5,"2120215",12,55,367
"20902142814",43,14,"2142814",38,77,457
"20901120226",30,14,"2120226",21,44,274
"20901120228",38,12,"2120228",10,39,214
"20901120234",25,15,"2120234",16,46,204
"20901120306",30,16,"2120306",43,70,383
"20901120314",50,17,"2120314",25,78,398
"20901120316",23,10,"2120316",32,82,351
"20901120318",24,7,"2120318",20,41,241
"20901120323",43,14,"2120323",19,85,380
"20901120324",20,11,"2120324",19,67,310
"20902142826",44,17,"2142826",40,98,452
"20901120326",24,13,"2120326",30,55,293
"20901120332",14,21,"2120332",25,59,313
"20901120333",36,9,"2120333",27,68,319
"20901120334",35,6,"2120334",12,40,378
"20901120337",41,19,"2120337",34,85,406
"20901120346",15,7,"2120346",26,56,237
"20901120407",17,5,"2120407",8,44,232
"20901120411",20,4,"2120411",14,23,186
"20901120413",35,7,"2120413",6,52,301
"20901120415",32,12,"2120415",14,51,263
"20901120421",17,3,"2120421",6,23,233
"20902120501",92,15,"2120501",91,210,900
"20902120509",32,3,"2120509",66,120,564
"20902120702",30,8,"2120702",19,36,308
"20902120516",26,8,"2120516",18,60,310
"20902120518",56,10,"2120518",86,161,652
"20902142830",33,6,"2142830",15,57,320
"20902120519",0,0,"2120519",0,0,0
"20902120522",0,0,"2120522",0,0,0
"20902120527",48,12,"2120527",35,125,496
"20902120528",29,5,"2120528",42,68,312
"20902120704",48,8,"2120704",35,82,435
"20902120705",33,3,"2120705",15,71,389
"20902120706",55,13,"2120706",36,91,468
"20902120709",39,10,"2120709",25,59,364
"20902120716",37,3,"2120716",7,39,440
"20902120717",41,11,"2120717",30,115,497
"20902120718",20,7,"2120718",28,66,355
"20902120721",43,7,"2120721",29,49,313
"20902120725",43,4,"2120725",33,75,465
"20902120726",41,4,"2120726",30,64,442
"20902120731",29,4,"2120731",25,68,467
"20902120734",28,11,"2120734",35,63,430
"20902120739",27,8,"2120739",15,52,300
"20902120741",20,6,"2120741",13,56,443
"21003123910",26,12,"2123910",17,54,362
"20902120743",26,12,"2120743",28,52,536
"20902120751",17,4,"2120751",12,27,251
"20902120805",26,5,"2120805",4,27,345
"20902120753",30,3,"2120753",11,55,376
"20902120748",21,3,"2120748",3,27,237
"20902142837",42,12,"2142837",25,71,490
"20902142917",42,30,"2142917",28,99,391
"20902120754",31,4,"2120754",22,41,363
"20902120758",64,9,"2120758",38,96,546
"20902120807",20,0,"2120807",3,29,403
"20902120809",14,3,"2120809",3,26,283
"20902120811",24,8,"2120811",13,38,497
"20902120814",31,5,"2120814",20,62,463
"20902120817",62,12,"2120817",16,101,527
"20902120825",38,17,"2120825",34,71,373
"20902120827",35,16,"2120827",29,65,340
"20902120829",28,20,"2120829",22,56,317
"20902120830",28,5,"2120830",7,36,381
"20902120831",41,16,"2120831",40,82,474
"20902120841",21,7,"2120841",39,55,318
"20902142838",21,0,"2142838",5,37,287
"20902142840",56,14,"2142840",32,84,541
"20902120845",0,0,"2120845",0,0,0
"20902120849",41,12,"2120849",48,77,396
"20902120851",33,17,"2120851",26,51,424
"20902120853",20,9,"2120853",9,24,181
"20902120857",46,22,"2120857",33,85,434
"20902142808",55,21,"2142808",43,150,636
"20902142810",31,15,"2142810",28,99,379
"20902142804",38,12,"2142804",35,96,495
"20902142919",38,8,"2142919",40,101,486
"20902142921",38,13,"2142921",47,134,474
"20903120905",27,9,"2120905",21,71,318
"20903120906",31,11,"2120906",20,53,347
"20903120908",39,18,"2120908",23,91,356
"20903120909",22,14,"2120909",5,43,244
"20903120910",60,16,"2120910",20,89,396
"20903120919",42,19,"2120919",33,90,433
"20903120912",24,19,"2120912",26,54,264
"20903120913",29,7,"2120913",26,100,347
"20903120925",27,11,"2120925",28,64,260
"20903120935",38,11,"2120935",14,54,307
"20903120929",32,14,"2120929",30,83,368
"20903121102",45,10,"2121102",3,33,465
"20903121109",17,6,"2121109",11,15,231
"20903120931",46,24,"2120931",30,71,330
"20903120933",28,6,"2120933",13,67,295
"20903120942",27,19,"2120942",22,83,312
"20903120946",27,16,"2120946",24,67,309
"21003123728",27,5,"2123728",20,39,346
"20903120951",24,8,"2120951",13,53,274
"20903120957",19,8,"2120957",9,45,185
"20903121008",25,13,"2121008",9,43,261
"20903121002",32,16,"2121002",11,56,347
"20903121003",15,0,"2121003",10,29,180
"20903121005",15,6,"2121005",4,25,171
"20903121107",29,5,"2121107",3,19,196
"20903121306",16,3,"2121306",0,32,195
"20903121203",26,10,"2121203",4,23,174
"20903121205",15,3,"2121205",14,35,190
"20903121210",0,0,"2121210",0,0,0
"20903121208",20,3,"2121208",0,22,127
"20903121403",23,12,"2121403",5,50,225
"20903121214",29,4,"2121214",5,41,291
"20903121218",27,3,"2121218",3,27,187
"20903121409",25,13,"2121409",11,55,224
"21003123904",32,10,"2123904",19,54,258
"20903121217",24,5,"2121217",7,38,207
"20903121531",43,11,"2121531",10,48,271
"20904122001",16,5,"2122001",8,32,222
"21003123906",33,11,"2123906",33,64,487
"20903121307",24,18,"2121307",13,53,229
"20903121312",15,4,"2121312",5,27,159
"20903121315",44,7,"2121315",19,61,304
"20903121316",30,7,"2121316",20,49,277
"20903121317",23,10,"2121317",14,36,286
"21103126725",33,12,"2126725",29,57,320
"20903121410",32,14,"2121410",21,76,310
"20903121411",49,14,"2121411",30,98,398
"20903121527",29,17,"2121527",15,25,272
"20903121502",40,11,"2121502",13,74,356
"20904121717",25,3,"2121717",15,49,276
"20904122003",51,4,"2122003",11,53,412
"20903121503",31,10,"2121503",10,41,250
"20903121504",32,0,"2121504",10,27,214
"20903121511",28,15,"2121511",8,56,333
"20903121517",33,18,"2121517",20,71,477
"20903121518",47,8,"2121518",9,53,371
"20903121523",51,22,"2121523",19,50,381
